"","L_ATC4","ATC4","name_simp"
"318","AUTRES PREPARATIONS ANTIANEMIQUES","B03XA","MIRCERA"
"319","AUTRES PREPARATIONS ANTIANEMIQUES","B03XA","EVRENZO"
"320","AUTRES PREPARATIONS ANTIANEMIQUES","B03XA","REBLOZYL"
"321","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","GLUCOSE"
"322","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","SMOFKABIVEN"
"323","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","PERINUTRIFLEX"
"324","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","MEDNUTRIFLEX"
"325","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","REANUTRIFLEX"
"326","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","OLIMEL"
"327","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","CLINIMIX"
"328","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","AMINOMIX"
"329","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","PERIKABIVEN"
"330","SOLUTIONS POUR NUTRITION PARENTERALE","B05BA","KABIVEN"
"331","SOLUTIONS MODIFIANT LE BILAN ELECTROLYTIQUE","B05BB","SODIUM"
"332","SOLUTIONS MODIFIANT LE BILAN ELECTROLYTIQUE","B05BB","BIONOLYTE"
"333","ADDITIFS POUR SOLUTIONS INTRAVENEUSES","B05X","PHOCYTAN"
"334","SOLUTIONS D'ELECTROLYTES","B05XA","SODIUM"
"335","SOLUTIONS D'ELECTROLYTES","B05XA","SPASMAG"
"336","VITAMINES","B05XC","CERNEVIT"
"337","VITAMINES","B05XC","VITALIPIDE"
"338","VITAMINES","B05XC","SOLUVIT"
"339","AUTRES ADDITIFS POUR SOLUTIONS INTRAVEINEUSES","B05XX","SUPPLIVEN"
"340","AUTRES ADDITIFS POUR SOLUTIONS INTRAVEINEUSES","B05XX","NUTRYELT"
"341","AUTRES ADDITIFS POUR SOLUTIONS INTRAVEINEUSES","B05XX","TRACUTIL"
"342","AUTRES MÉDICAMENTS UTILISÉS DANS L ANGIO-ŒDÈME HÉRÉDITAIRE","B06AC","TAKHZYRO"
"343","AUTRES MÉDICAMENTS UTILISÉS DANS L ANGIO-ŒDÈME HÉRÉDITAIRE","B06AC","ORLADEYO"
"344","GLUCOSIDES DE LA DIGITALE","C01AA","DIGOXINE"
"345","GLUCOSIDES DE LA DIGITALE","C01AA","HEMIGOXINE"
"346","ANTIARYTHMIQUES, CLASSE IA","C01BA","RYTHMODAN"
"347","ANTIARYTHMIQUES, CLASSE IA","C01BA","SERECOR"
"348","ANTIARYTHMIQUES, CLASSE IB","C01BB","NAMUSCLA"
"349","ANTIARYTHMIQUES, CLASSE IC","C01BC","PROPAFENONE"
"350","ANTIARYTHMIQUES, CLASSE IC","C01BC","RYTHMOL"
"351","ANTIARYTHMIQUES, CLASSE IC","C01BC","FLECAINIDE"
"352","ANTIARYTHMIQUES, CLASSE IC","C01BC","FLECAINE"
"353","ANTIARYTHMIQUES, CLASSE III","C01BD","AMIODARONE"
"354","ANTIARYTHMIQUES, CLASSE III","C01BD","CORDARONE"
"355","AUTRES ANTIARYTHMIQUES DE CLASSE I","C01BG","EXACOR"
"356","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","MIDODRINE"
"357","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","GUTRON"
"358","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","EPIPEN"
"359","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","EMERADE"
"360","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","JEXT"
"361","ADRENERGIQUES ET DOPAMINERGIQUES","C01CA","ANAPEN"
"362","DERIVES NITRES","C01DA","NITRIDERM"
"363","DERIVES NITRES","C01DA","NATISPRAY"
"364","DERIVES NITRES","C01DA","DISCOTRINE"
"365","DERIVES NITRES","C01DA","TRINIPATCH"
"366","DERIVES NITRES","C01DA","TRINITRINE"
"367","DERIVES NITRES","C01DA","EPINITRIL"
"368","DERIVES NITRES","C01DA","ISOCARD"
"369","AUTRES VASODILATATEURS EN CARDIOLOGIE","C01DX","CORVASAL"
"370","AUTRES VASODILATATEURS EN CARDIOLOGIE","C01DX","MOLSIDOMINE"
"371","AUTRES VASODILATATEURS EN CARDIOLOGIE","C01DX","NICORANDIL"
"372","AUTRES VASODILATATEURS EN CARDIOLOGIE","C01DX","IKOREL"
"373","AUTRES MEDICAMENTS EN CARDIOLOGIE","C01EB","IVABRADINE"
"374","AUTRES MEDICAMENTS EN CARDIOLOGIE","C01EB","PROCORALAN"
"375","AUTRES MEDICAMENTS EN CARDIOLOGIE","C01EB","CAMZYOS"
"376","MEthyldopa","C02AB","ALDOMET"
"377","AGONISTES DES RECEPTEURS A L'IMIDAZOLINE","C02AC","CATAPRESSAN"
"378","AGONISTES DES RECEPTEURS A L'IMIDAZOLINE","C02AC","PHYSIOTENS"
"379","AGONISTES DES RECEPTEURS A L'IMIDAZOLINE","C02AC","MOXONIDINE"
"380","AGONISTES DES RECEPTEURS A L'IMIDAZOLINE","C02AC","RILMENIDINE"
"381","AGONISTES DES RECEPTEURS A L'IMIDAZOLINE","C02AC","HYPERIUM"
"382","ALPHA-BLOQUANTS","C02CA","ALPRESS"
"383","ALPHA-BLOQUANTS","C02CA","DOXAZOSINE"
"384","ALPHA-BLOQUANTS","C02CA","URAPIDIL"
"385","ALPHA-BLOQUANTS","C02CA","EUPRESSYL"
"386","ALPHA-BLOQUANTS","C02CA","MEDIATENSYL"
"387","DERIVES DE LA PYRIMIDINE","C02DC","LONOTEN"
"388","ALCALOIDES DU RAUWOLFIA ET DIURETIQUES EN ASSOCIATION","C02LA","TENSIONORME"
"389","THIAZIDIQUES NON ASSOCIES","C03AA","HYDROCHLOROTHIAZIDE"
"390","THIAZIDIQUES NON ASSOCIES","C03AA","ESIDREX"
"391","SULFAMIDES NON ASSOCIES","C03BA","FLUDEX"
"392","SULFAMIDES NON ASSOCIES","C03BA","INDAPAMIDE"
"393","AUTRES DIURETIQUES """"LOW-CEILING""""","C03BX","CICLETANINE"
"394","SULFAMIDES NON ASSOCIES","C03CA","FUROSEMIDE"
"395","SULFAMIDES NON ASSOCIES","C03CA","LASILIX"
"396","SULFAMIDES NON ASSOCIES","C03CA","BURINEX"
"397","SULFAMIDES NON ASSOCIES","C03CA","EURELIX"
"398","ANTAGONISTES DE L'ALDOSTERONE","C03DA","SPIRONOLACTONE"
"399","ANTAGONISTES DE L'ALDOSTERONE","C03DA","ALDACTONE"
"400","ANTAGONISTES DE L'ALDOSTERONE","C03DA","EPLERENONE"
"401","ANTAGONISTES DE L'ALDOSTERONE","C03DA","INSPRA"
"402","AUTRES DIURETIQUES EPARGNEURS POTASSIQUES","C03DB","MODAMIDE"
"403","DIURETIQUES """"LOW-CEILING"""" ET EPARGNEURS POTASSIQUES","C03EA","PRESTOLE"
"404","DIURETIQUES """"LOW-CEILING"""" ET EPARGNEURS POTASSIQUES","C03EA","AMILORIDE"
"405","DIURETIQUES """"LOW-CEILING"""" ET EPARGNEURS POTASSIQUES","C03EA","SPIRONOLACTONE"
"406","DIURETIQUES """"LOW-CEILING"""" ET EPARGNEURS POTASSIQUES","C03EA","ALDACTAZINE"
"407","DIURETIQUES DE L'ANSE ET EPARGNEURS POTASSIQUES","C03EB","LOGIRENE"
"408","ANTAGONISTES DE LA VASOPRESSINE","C03XA","DEMECLOCYCLINE"
"409","ANTAGONISTES DE LA VASOPRESSINE","C03XA","JINARC"
"410","ANTAGONISTES DE LA VASOPRESSINE","C03XA","TOLVAPTAN"
"411","AUTRES MEDICAMENTS POUR LE TRAITEMENT DES HEMORROIDES ET DES FISSURES ANALES A USAGE TOPIQUE","C05AX","NIFEXINE"
"412","HEPARINES OU HEPARINOIDES A USAGE TOPIQUE","C05BA","ELMIRON"
"413","BETABLOQUANTS, NON SELECTIFS","C07AA","VISKEN"
"414","BETABLOQUANTS, NON SELECTIFS","C07AA","PROPRANOLOL"
"415","BETABLOQUANTS, NON SELECTIFS","C07AA","HEMANGIOL"
"416","BETABLOQUANTS, NON SELECTIFS","C07AA","TIMACOR"
"417","BETABLOQUANTS, NON SELECTIFS","C07AA","SOTALOL"
"418","BETABLOQUANTS, NON SELECTIFS","C07AA","SOTALEX"
"419","BETABLOQUANTS, NON SELECTIFS","C07AA","CORGARD"
"420","BETABLOQUANTS, NON SELECTIFS","C07AA","ARTEX"
"421","BETABLOQUANTS, SELECTIFS","C07AB","METOPROLOL"
"422","BETABLOQUANTS, SELECTIFS","C07AB","LOPRESSOR"
"423","BETABLOQUANTS, SELECTIFS","C07AB","SELOZOK"
"424","BETABLOQUANTS, SELECTIFS","C07AB","SELOKEN"
"425","BETABLOQUANTS, SELECTIFS","C07AB","ATENOLOL"
"426","BETABLOQUANTS, SELECTIFS","C07AB","TENORMINE"
"427","BETABLOQUANTS, SELECTIFS","C07AB","ACEBUTOLOL"
"428","BETABLOQUANTS, SELECTIFS","C07AB","SECTRAL"
"429","BETABLOQUANTS, SELECTIFS","C07AB","BETAXOLOL"
"430","BETABLOQUANTS, SELECTIFS","C07AB","KERLONE"
"431","BETABLOQUANTS, SELECTIFS","C07AB","BISOPROLOL"
"432","BETABLOQUANTS, SELECTIFS","C07AB","CARDENSIEL"
"433","BETABLOQUANTS, SELECTIFS","C07AB","BISOCE"
"434","BETABLOQUANTS, SELECTIFS","C07AB","DETENSIEL"
"435","BETABLOQUANTS, SELECTIFS","C07AB","CELIPROLOL"
"436","BETABLOQUANTS, SELECTIFS","C07AB","CELECTOL"
"437","BETABLOQUANTS, SELECTIFS","C07AB","NEBIVOLOL"
"438","BETABLOQUANTS, SELECTIFS","C07AB","TEMERIT"
"439","BETABLOQUANTS, SELECTIFS","C07AB","NEBILOX"
"440","ALPHA ET BETA BLOQUANTS","C07AG","TRANDATE"
"441","ALPHA ET BETA BLOQUANTS","C07AG","CARVEDILOL"
"442","ALPHA ET BETA BLOQUANTS","C07AG","KREDEX"
"443","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","TENORETIC"
"444","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","BISOPROLOL"
"445","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","LODOZ"
"446","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","NEBIVOLOL/"
"447","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","CONEBILOX"
"448","BETABLOQUANTS SELECTIFS ET THIAZIDIQUES","C07BB","TEMERITDUO"
"449","BETABLOQUANTS NON SELECTIFS, THIAZIDIQUES ET AUTRES DIURETIQUES","C07DA","MODUCREN"
"450","BETABLOQUANTS SELECTIFS ET AUTRES ANTIHYPERTENSEURS","C07FB","LOGIMAX"
"451","BETABLOQUANTS SELECTIFS ET AUTRES ANTIHYPERTENSEURS","C07FB","ATENOLOL"
"452","DERIVES DE LA DIHYDROPYRIDINE","C08CA","AMLODIPINE"
"453","DERIVES DE LA DIHYDROPYRIDINE","C08CA","AMLOR"
"454","DERIVES DE LA DIHYDROPYRIDINE","C08CA","FLODIL"
"455","DERIVES DE LA DIHYDROPYRIDINE","C08CA","FELODIPINE"
"456","DERIVES DE LA DIHYDROPYRIDINE","C08CA","ICAZ"
"457","DERIVES DE LA DIHYDROPYRIDINE","C08CA","LOXEN"
"458","DERIVES DE LA DIHYDROPYRIDINE","C08CA","NIFEDIPINE"
"459","DERIVES DE LA DIHYDROPYRIDINE","C08CA","NIMOTOP"
"460","DERIVES DE LA DIHYDROPYRIDINE","C08CA","NITRENDIPINE"
"461","DERIVES DE LA DIHYDROPYRIDINE","C08CA","MANIDIPINE"
"462","DERIVES DE LA DIHYDROPYRIDINE","C08CA","IPERTEN"
"463","DERIVES DE LA DIHYDROPYRIDINE","C08CA","LERCANIDIPINE"
"464","DERIVES DE LA DIHYDROPYRIDINE","C08CA","LERCAN"
"465","DERIVES DE LA DIHYDROPYRIDINE","C08CA","ZANIDIP"
"466","DERIVES DE LA PHENYLALKYLAMINE","C08DA","VERAPAMIL"
"467","DERIVES DE LA PHENYLALKYLAMINE","C08DA","ISOPTINE"
"468","DERIVES DE LA BENZOTHIAZEPINE","C08DB","DILTIAZEM"
"469","DERIVES DE LA BENZOTHIAZEPINE","C08DB","TILDIEM"
"470","DERIVES DE LA BENZOTHIAZEPINE","C08DB","MONO"
"471","DERIVES DE LA BENZOTHIAZEPINE","C08DB","BI"
"472","INHIBITEUR CALCIQUE ET DIURETIQUE","C08GA","NATRIXAM"
"473","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","CAPTOPRIL"
"474","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","ENALAPRIL"
"475","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","RENITEC"
"476","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","ZESTRIL"
"477","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","LISINOPRIL"
"478","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","PERINDOPRIL"
"479","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","COVERSYL"
"480","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","RAMIPRIL"
"481","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","TRIATEC"
"482","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","INCONNU"
"483","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","QUINAPRIL"
"484","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","BENAZEPRIL"
"485","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","FOSINOPRIL"
"486","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","ODRIK"
"487","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","TRANDOLAPRIL"
"488","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","ZOFENIL"
"489","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) NON ASSOCIES","C09AA","ZOFENOPRIL"
"490","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","CAPTOPRIL"
"491","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","CO"
"492","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","ENALAPRIL"
"493","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","LISINOPRIL"
"494","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","ZESTORETIC"
"495","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","PERINDOPRIL"
"496","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","PERIND.TOS/INDAP"
"497","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","PRETERAX"
"498","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","BIPRETERAX"
"499","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","RAMIPRIL/HCTZ"
"500","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","COTRIATEC"
"501","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","QUINAPRIL"
"502","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","BENAZEPRIL"
"503","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","CIBADREX"
"504","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET DIURETIQUES","C09BA","FOSINOPRIL"
"505","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","ZANEXTRA"
"506","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","LERCAPRESS"
"507","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","ENALAPRIL/LER"
"508","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","ENAL"
"509","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","PERINDOPRIL"
"510","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","PERINDOPRIL/AMLO"
"511","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","COVERAM"
"512","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","PREMINOR"
"513","INHIBITEURS DE L'ENZYME DE CONVERSION (IEC) ET INHIBITEURS CALCIQUES","C09BB","TARKA"
"514","INHIBITEURS DE L'ENZYME DE CONVERSION, AUTRES ASSOCIATIONS","C09BX","COSIMPREL"
"515","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","LOSARTAN"
"516","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","COZAAR"
"517","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","VALSARTAN"
"518","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","TAREG"
"519","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","IRBESARTAN"
"520","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","IFIRMASTA"
"521","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","APROVEL"
"522","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","CANDESARTAN"
"523","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","KENZEN"
"524","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","ATACAND"
"525","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","TELMISARTAN"
"526","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","PRITOR"
"527","ANTAGONISTES DE L'ANGIOTENSINE II NON ASSOCIES","C09CA","MICARDIS"
"528","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","LOSARTAN"
"529","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","HYZAAR"
"530","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","FORTZAAR"
"531","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","VALSARTAN/HCTZ"
"532","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","COTAREG"
"533","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","IRBESARTAN"
"534","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","IFIRMACOMBI"
"535","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","COAPROVEL"
"536","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","CANDESARTAN/HCTZ"
"537","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","HYTACAND"
"538","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","COKENZEN"
"539","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","TELMISARTAN/HCTZ"
"540","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","MICARDISPLUS"
"541","ANTAGONISTES DE L'ANGIOTENSINE II ET DIURETIQUES","C09DA","PRITORPLUS"
"542","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","AMLODIPINE/VALSAR"
"543","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","AMLODIPINE/VALSART"
"544","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","AMLODIPINE/VALSARTAN"
"545","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","AMLODIPINE/VALSAT"
"546","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","EXFORGE"
"547","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","TELMISARTAN/AMLO"
"548","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","TELMISARTAN"
"549","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","TWYNSTA"
"550","ANTAGONISTES DE L’ANGIOTENSINE II ET INHIBITEURS CALCIQUES","C09DB","APREXEVO"
"551","ANTAGONISTES DE L ANGIOTENSINE II, AUTRES ASSOCIATIONS","C09DX","ENTRESTO"
"552","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","SIMVASTATINE"
"553","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","ZOCOR"
"554","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","INCONNU"
"555","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","PRAVASTATINE"
"556","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","VASTEN"
"557","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","FLUVASTATINE"
"558","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","LESCOL"
"559","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","ATORVASTATINE"
"560","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","TAHOR"
"561","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","ROSUVASTATINE"
"562","INHIBITEURS DE L'HMG-COA REDUCTASE","C10AA","CRESTOR"
"563","FIBRATES","C10AB","BEFIZAL"
"564","FIBRATES","C10AB","LIPUR"
"565","FIBRATES","C10AB","FENOFIBRATE"
"566","FIBRATES","C10AB","LIPANTHYL"
"567","FIBRATES","C10AB","FEGENOR"
"568","FIBRATES","C10AB","LIPANOR"
"569","FIBRATES","C10AB","CIPROFIBRATE"
"570","SEQUESTRANTS D'ACIDES BILIAIRES","C10AC","QUESTRAN"
"571","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","EZETIMIBE"
"572","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","EZETROL"
"573","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","LOJUXTA"
"574","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","REPATHA"
"575","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","PRALUENT"
"576","AUTRES AGENTS MODIFIANT LES LIPIDES","C10AX","WAYLIVRA"
"577","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","EZETIMIBE/SIMVAST"
"578","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","INEGY"
"579","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","LIPTRUZET"
"580","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","RESELIP"
"581","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","JUNALIZA"
"582","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","EZETIMIBE/"
"583","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","LIPOROSA"
"584","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","TWICOR"
"585","INHIBITEURS DE L’HMG -COA REDUCTASE EN ASSOCIATION AVEC D’AUTRES AGENTS MODIFIANT LES LIPIDES","C10BA","SUVREZA"
"586","INHIBITEURS DE L’HMG -COA REDUCTASE, AUTRES ASSOCIATIONS","C10BX","CADUET"
"587","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","DAKTARIN"
"588","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","PEVARYL"
"589","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","ECONAZOLE"
"590","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","FAZOL"
"591","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","TROSYD"
"592","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","KETOCONAZOLE"
"593","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","KETODERM"
"594","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","AMYCOR"
"595","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","FONX"
"596","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","FENTICONAZOLE"
"597","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","LOMEXIN"
"598","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","FONGAMIL"
"599","DERIVES IMIDAZOLES ET TRIAZOLES","D01AC","MONAZOL"
"600","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","CICLOPIROX"
"601","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","MYCOSKIN"
"602","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","MYCOSTER"
"603","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","SEBIPROX"
"604","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","ONYTEC"
"605","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","LAMISIL"
"606","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","LAMISILDERMGEL"
"607","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","TERBINAFINE"
"608","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","AMOROLFINE"
"609","AUTRES ANTIFONGIQUES A USAGE TOPIQUE","D01AE","LOCERYL"
"610","ANTIFONGIQUES A USAGE SYSTEMIQUE","D01BA","GRISEFULINE"
"611","ANTIFONGIQUES A USAGE SYSTEMIQUE","D01BA","TERBINAFINE"
"612","ANTIFONGIQUES A USAGE SYSTEMIQUE","D01BA","LAMISIL"
"613","ANTIFONGIQUES A USAGE SYSTEMIQUE","D01BA","FUNGSTER"
"614","MEDICAMENTS A BASE DE ZINC","D02AB","ALOPLASTINE"
"615","PARAFFINE ET PRODUITS GRAS","D02AC","GLYCER/VASEL/PARAF"
"616","PARAFFINE ET PRODUITS GRAS","D02AC","DEXATOPIA"
"617","PSORALENES A USAGE TOPIQUE","D05AD","MELADININE"
